"msg_id","sender","sender_id","reply_to_msg_id","date","msg_type","msg_content","has_mention","has_email","has_phone","has_hashtag","is_bot_command"
441,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-14 10:30:01","text","#әдәбикалендарь  14 нче апрель  🔹 Язучы Фәрит Гыйльметдин улы Гыйльминең (Гыйльметдиновның) тууына 75 ел (1947–1993)  Татар китабы йорты",0,0,0,1,0
442,"Татар китабы йорты / Дом татарской книги","channel1451603907",429,"2022-04-14 11:32:01","text","❗️Бүләкләр уйнату буенча нәтиҗәләр билгеле! Теләк белдереп, катнашкан һәрбер кешегә дә рәхмәт!   1⃣ Урын: @B00re 2⃣ Урын: Диләрә 🌷 3⃣ Урын: Ринас  Җиңүчеләрне котлыйбыз! 🎉 Якын арада сезнең белән элемтәгә керәчәкбез ☺️",1,0,0,0,0
444,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-14 17:01:07","photo","📷 Хәзерге Татар китабы йорты бинасының төрле еллардагы фотосурәтләре белән бүлешәбез.  🔸 Шәриф Камал музее – республикада татар язучысына багышланган беренче музей. Аны булдыру турындагы карар авыр сугыш вакытында – 1944 елда кабул ителә, рәсми рәвештә ул үз ишекләрен 1950 елда ачып җибәрә.  🔸 Музей татар әдәбиятының классигы Шәриф Камал яшәгән кечкенә генә фатирда урнашкан. Фатирны музей итәр өчен дәүләт карамагына язучының кызы Зәйнәп Байгильдиева (1910-2002) тапшыра. Ул үзе үк музейның беренче фәнни хезмәткәре була: Шәриф Камалның архивларын берәмтекләп җыя, сакланып калган әйберләр һәм кулъязмалар исемлеген төзи.   🔸 1948 елда йортның фасадына «Бу йортта 1928 елдан алып 1942 елга кадәр татар язучысы Шәриф Камал (Байгильдиев) яшәде» дигән такта урнаштырыла.  🔸 1959 елда ТАССР Министрлар Советы карары белән бина республика дәрәҗәсендәге мәдәни һәйкәлләр исемлегенә кертелә.  #домтатарскойкниги #татаркитабыйорты #музейтарихы #историямузея #музей #музеи",0,0,0,1,0
450,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-15 10:20:16","photo","#домтатарскойкниги #татаркитабыйорты #язучы #язучысүзе #әдәбият #халык #галимнәр",0,0,0,1,0
451,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-15 17:00:27","photo","Остаханә өчен кирәкле бөтен коралларны да үзебез бирәбез ✍  Үзегезгә уңайлы булган көнне һәм вакытны сайларга мөмкин 📆  * алдан язылып кую шарт  Татар китабы йортында көтеп калабыз сезне ☺️  #домтатарскойкниги #татаркитабыйорты #остаханә #искеимла #каләм #гарәпхәрефләре #каллиграфия",0,0,0,1,0
452,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-16 10:50:29","text","Кичә, 15 апрель, Татар китабы йортында үткән Ленар Шәехнең биографик китабын тәкъдим итүдән фотомизгелләр.",0,0,0,0,0
453,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-16 12:03:01","text","❓Дуслар, әйдәгез, әдәбият буенча белемнәрне тикшереп алабызмы?  ✅ Бездән - сорау, сездән - җавап 😉",0,0,0,0,0
457,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-16 13:40:01","photo","Казанда Ленар Шәехнең дипломат Йолдыз Хәлиуллинга багышланган китабы тәкъдим ителде  «Физика, галәм, дөньяда барган төрле процесслар – аны төрле өлкә кызыксындыра һәм ул үзенең язмаларын матбугат аша җиткерә», - ди китап авторы.  Ленар Шәех дипломат-галимнең шәхес буларак кызыклы булуын әйтте. «Дөньядагы һәр вакыйгага, һәр нәрсәгә үз фикере бар. Бик күп телләрне белүе дә тормышында ярдәм иткәндер дип уйлыйм. Ул бик эчкерсез кеше. Шул ук вакытта серле дә. Китапны әзерләгән вакытта сораулар туганда үземә дә эзләнергә туры килде. Бер китапны әзерләр өчен бер ай вакыт үтте. Китапның рус вариантын да мин әзерләдем», - диде ул «Татар-информ» хәбәрчесенә.  Татар-информ",0,0,0,0,0
458,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-18 09:18:01","photo","✔️ Бүген, 18 апрель, Халыкара һәйкәлләр һәм тарихи урыннар көне билгеләп үтелә.   🔸 Татар әдәбияты тарихы музее һәм Шәриф Камалның мемориаль фатиры (Татар китабы йорты) Республика әһәмиятендәге мәдәният тарихы объектлары исемлегенә керә.   🔸 1928-1942 елларда язучы, драматург Шәриф Камал яшәгән бу фатирда татар зыялылары җые­луны гадәт иткән, йорт үзенә күрә татар әдәби һәм мәдәни хәрәкәте үзәге булган. Фатир язучы үзе исән вакытта нинди булса, шул рәвешле итеп торгызылган, истәлекле мохит тулысынча сакланган.   🔸 Бүгенге көндә музейның төп бурычы - татар телен саклау һәм үстерү,  кешеләрнең игътибарын татар китабы тарихына юнәлтү.  #домтатарскойкниги #татаркитабыйорты #тарихиурыннаркөне #музей",0,0,0,1,0
459,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-18 17:00:20","photo","Бездә «Игелекле яз атнасы»‎🌹 Ул 19 апрельдән 25 апрельгә кадәр дәвам итәчәк.  «Игелекле яз» - ел саен үтә торган  Россиякүләм акция. Ул олы яшьтәгеләрне, әти-әни тәрбиясендә яшәмәгән балаларны, мөмкинлекләре чикле кешеләрне үз эченә ала.  Әлеге акция кысаларында алда санап үткән категория кешеләр музеебызның афишасына кертелгән чараларга түләүсез керә ала.  ✅ Чараларга 843 590 80 67 телефон номеры буенча шалтыратып, алдан теркәлеп кую шарт. Шимбә һәм якшәмбе көннәренә заявкаларны пәнҗешәмбегә кадәр кабул итәбез.  Килегез, көтәбез ☺️",0,0,0,0,0
460,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-19 17:01:39","photo","Бүген 73 нче мәктәпнең 3 нче сыйныф укучылары Татар китабы йортында «Вакыт буйлап сәяхәт» экскурсиясендә булдылар.   Экскурсия дәвамында алар:  ✅ Урта гасыр мохитенә чумып, 19 гасыр татар мәктәбе шәкерте булып карады ✅ үзләрен археолог буларак сынады ✅ борынгы кулъязмалар буенча фәнни тәҗрибәләр үткәрде ✅ татар язуы ничек үсеш алганын, китап бастыру ничек барлыкка килгәнен белде ✅ күренекле татар язучысы Шәриф Камалда кунакта булды  Дуслар, сез дә әлеге экскурсиягә килә аласыз ☺️   📆 Үзегезгә уңайлы булган көнне һәм вакытны сайларга мөмкин.   «Вакыт буйлап сәяхәт» Балалар өчен экскурсия: 🔹 рус һәм татар телләрендә 🔹 45 минут 🔹 200 сум 🔹 Язылу өчен телефон: 843 590 80 67  #татаркитабыйорты #домтатарскойкниги #вакытбуйлапсәяхәт #экскурсия #экскурсиядлядетей #путешествиевовремени",0,0,0,1,0
463,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-20 11:45:28","text","#әдәбикалендарь  📆 20 нче апрель  Шагыйрә Сания Юныс кызы Әхмәтҗановага 60 яшь (1962)  Татар китабы йорты",0,0,0,1,0
466,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-21 17:35:01","photo","✨ Татар китабы йорты музыкаль кичәгә чакыра! Берничә ел оештырылган «Язгы кичләр» циклының бу елда икенче концерты «Игелекле яз атнасы» акциясе кысаларында үткәреләчәк.   ✔️ Концертның төп каһарманы – танылып килгән яшь җырчы, халыкара һәм илкүләм бәйгеләр лауреаты Рөстәм Егоров.  🔸 Әлеге проектның максаты – тамашачыларда зәвыклы музыка сәнгатенә мәхәббәт тәрбияләү, татар халык һәм классик музыкасын яңгыратыр өчен өстәмә мәйданчык булдыру, сирәк ишетелә торган әсәрләрне халыкка якынайту.  🔸 Кич дәвамында тамашачылар игътибарына татар халык җырлары һәм татар классик сәнгатенең гүзәл үрнәкләре тәкъдим ителәчәк, шигырьләр яңгыраячак.  🔸 Концертта шулай ук концертмейстер, халыкара конкурслар лауреаты Айгөл Зәйнуллина, баянчы Ильяс Фәрхуллин, Казан театр училищесы студенты Данис Хисмәтуллин һәм яшь музыкант, халыкара бәйгеләр лауреаты Әмирхан Шәрифуллин чыгыш ясаячак.  23 нче апрель 17:00 Керү ирекле  Теркәлү өчен телефон: (843) 590 80 67  #домтатарскойкниги #татаркитабыйорты #язгыкичләр #концерт",0,0,0,1,0
467,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-22 11:40:01","photo","Бүген Ленин туган көн  Кояш карый җиргә сокланып, Кар сулары гөрләп агалар. Сайрый кошлар, сайрый шатланып, Тәрәзәдән җилләр кагалар.  Бүген Ленин туган көн, Илдә шатлык булган көн; Җылы яңгыр яуган көн, Агач яфрак ярган көн.  (Нәби Дәүли сүзләре)  🔸 Бүген, 22 апрель, революционер, бөек юлбашчы Владимир Ильич Ленинның туган көне. Аның тууына 152 ел булды.  🏠 Казан шәһәрендә В.И.Ленин музей-йорты бар. Ул йортта 1888 елның сентябреннән 1889 елның маена кадәр Ульяновлар гаиләсе яшәгән.   🔸 Музей 1937 елның 7 ноябрендә Октябрь революциясенең 20 еллыгы уңаеннан ачыла. В.И. Ленин музей-йорты экспозицияләрендә чын документлар, ксерокопияләр, белешмәләр, китаплар, фоторәсемнәр, әдәби чыганаклар тәкъдим ителгән.  #домтатарскойкниги #татаркитабыйорты #ленин",0,0,0,1,0
468,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-22 17:00:44","photo","✍ «Ядкарьләрдә – рухи йөзебез» дип исемләнгән күргәзмә ачылышына көтеп калабыз.   📚 Күргәзмә Татар китабы йортында «Казан утлары» журналының 100 еллыгы уңаеннан оештырыла.   Музей кунаклары журналның нинди үзенчәлекле һәм күпкырлы юл үткәнен күрә алачак: иҗат, командировкалар, фикер алышулар, бәяләмәләр белән танышачак. Болар хакында журналның төрле еллардагы тупламалары, шәхси әйберләр, хатлар, хезмәткәрләрнең фотосурәтләре һәм документлары, редакция бүләкләре сөйләячәк.  Мемориаль предметлар булган интерьер комплексы журнал мөхәррире – язучы Кави Нәҗминең эш урынын яңадан торгызырга ярдәм итә. Шулай ук Галимҗан Ибраһимов, Кави Нәҗми, Габдрахман Әпсәләмов, Сибгат Хәким, Зәки Нури, Мөхәммәт Мәһдиев һ.б. язучыларның шәхси әйберләре, фотосурәтләре һәм документлары тәкъдим ителгән.  ✔️ Күргәзмәне музей билеты белән кереп, 27 майга кадәр күрергә мөмкин булачак. Шулай ук Пушкин картасы белән керү дә каралган.  📌 25 нче апрель 📌 16:00 📌 Өстәмә мәгълүмат өчен телефон: (843) 590-80-67  #татаркитабыйорты #казанутлары",0,0,0,1,0
469,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-22 19:58:48","photo","Татар китабы йортында бүген  «Qazan Quest» уены катнашучылары шигъри башваткычлар чиштеләр.   «Мин татарча сөйләшәм» акциясе кысаларында уздырыла торган квестның әдәби ноктасы инде икенче ел Татар китабы йортында үтә. Быел 20 команда көн дәвамында музейга килде һәм тапкырлыгын сынады.  Акцияне Бөтендөнья татар яшьләре форумы оештыра. Ел дәвамында форум белән Татар китабы йорты төрле форматларда хезмәттәшлек итә.",0,0,0,0,0
471,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-23 13:25:01","photo","Бүген, 23 апрель, Татар китабы йортына «‎Игелекле яз атнасы» кысаларында «Лига добрых людей»‎ хәйрия фонды балалары һәм аларның әти-әниләре «Татарча чәй эчү йолалары»‎ музей дәресенә килделәр. Бик җылы очрашу килеп чыкты ☺️  #домтатарскойкниги #татаркитабыйорты #благотворительность #весенняянеделядобра #игелеклеязатнасы #музей",0,0,0,1,0
474,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-23 17:20:21","photo","Бүген музеебызда кунакта мәшһүр композитор Сара Садыйкованың кызы Әлфия Айдарская ☺️  #татаркитабыйорты #сарасадыйкова #сарасадыкова #әлфияайдарская #альфияайдарская",0,0,0,1,0
477,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-25 12:55:01","photo","Атналык афишабыз белән таныша аласыз ✨  ✍ Чараларга 843 590 80 67 телефон номеры буенча шалтыратып, алдан теркәлеп кую шарт. Шимбә һәм якшәмбе көннәренә заявкаларны пәнҗешәмбегә кадәр кабул итәбез.   📆 Кызыксындырган чаралар буенча үзегезгә уңайлы булган көнне һәм вакытны сайларга мөмкин. Моның өчен алдан язылып кына куярга кирәк.  Татар китабы йорты сезгә яхшы кәефләр теләп кала ☺️  #татаркитабыйорты #афиша #атналыкафиша #музей #музеи",0,0,0,1,0
484,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-26 11:35:29","photo","Туган телем күп еллардан бирле Чәчәк ата йөрәк түремдә. “Әнкәй” дигән иң беренче сүзне Мин әйткәнмен татар телендә.  Гашыйк булган сымак юлда егет Җилдән җитез чапкан атына; Мин гашыйкмын сиңа, туган телем, Син чын байлык минем зәүкыма...  (Ә.Ерикәй).  📆 Бүген, 26 апрель, бар татар дөньясы Туган тел көнен бәйрәм итә. Әлеге бәйрәм халкыбызның бөек шагыйре Габдулла Тукайның туган көне уңаеннан билгеләп үтелә. Бүген аның тууына 136 ел булды.   🔸 Казан шәһәрендә шагыйрьгә багышланган музей бар. Габдулла Тукайның Казандагы әдәби музее — Татарстанның берләштерелгән Милли музееның филиалы. Ул татар шагыйре Габдулла Тукайның (1886—1913) иҗатын күрсәтү һәм тормыш юлын өйрәнү максатыннан эшләүче музей. Казанның үзәгенә якын урында, Тукай урамының 74 йортында урнашкан.  #татаркитабыйорты #тугантелкөне #габдуллатукай",0,0,0,1,0
485,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-26 17:02:22","text","23 апрель көнне Татар китабы йортында «Язгы кичләр» циклыннан Рөстәм Егоров концерты булып узды. Сезнең игътибарыгызга концерттан фотоистәлекләр тәкъдим итәбез 📸  #татаркитабыйорты #язгыкичләрконцерты #язгыкичләр #рөстәмегоров #рустамегоров #концерт",0,0,0,1,0
486,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-27 12:15:01","photo","Балагызның күңелле һәм файдалы итеп вакыт үткәрүен телисезме? 🤔  ✅ Татар китабы йортына «Әкияттә кунакта» дип исемләнгән тамашага килегез!   🖼 Сезне экспозиция буенча сәяхәт, аниматор белән кызыклы уеннар көтә.   📆 Үзегезгә уңайлы булган көнне һәм вакытны сайларга мөмкин   * алдан язылып кую шарт  #домтатарскойкниги #татаркитабыйорты #әкияттәкунакта #вгостяхусказки #интерактивноезанятие #музей #музеи",0,0,0,1,0
487,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-27 17:00:41","text","25 апрель көнне Татар китабы йортында «Казан утлары» журналының 100 еллыгы уңаеннан «Ядкарьләрдә – рухи йөзебез» дип исемләнгән күргәзмә ачылды.  Тантаналы ачылышка Россия төбәкләре һәм төрки илләр әдәби журналлары редакторлары, язучылары, мәдәният эшлеклеләре килде. Алар арасында Казакъстан, Кыргызстан, Якутия, Әзербайҗан, Башкортстан, Кабарда-Балкар республикасы вәкилләре бар иде.  #домтатарскойкниги #татаркитабыйорты #казанутлары #күргәзмә #выставка",0,0,0,1,0
488,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-28 11:01:30","photo","VR күзлектә экскурсияне сынап караган Илмир үзенең тәэсирләре турында сөйләп үтте:  ✍ «Миңа, тарих белән кызыксынучы буларак, экскурсия кызыклы булды. Казан үзәгендәге урамнарны аркылыга-буйга җәүләп күп йөргән булганга, экскурсиядә шул урамнарны 20нче йөз башындагы халәттә күрү мөмкинлеге һәм хәзерге вакыт белән чагыштырулар үзенчәлекле тәэсир калдырды. Мәгълүмати яктан да үземә яңа нәрсәләр алдым».  ✅ Дуслар, сез дә әлеге виртуаль чынбарлыкны күрә аласыз. Татар китабы йортында көтеп калабыз сезне!   🔹 Бәясе: 600 сум 🔹 30 минут 🔹 Язылу өчен телефон: (843) 590-80-67  #домтатарскойкниги #татаркитабыйорты #vrэкскурсия #казань #казанькудапойти #экскурсия #музей #музеи #рыбнорядскаяплощадь #ивановскаяплощадь #площадьсвободы #соборказанскойиконыбожиейматери",0,0,0,1,0
489,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-28 17:01:20","photo","#домтатарскойкниги #татаркитабыйорты #шагыйрь #габдуллатукай #шагыйрьсүзе #язучы #язучылар #шигырь #китап #гыйлем #белем #сүз #әдәбият #татартеле #татарскийязык",0,0,0,1,0
490,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-29 10:45:01","photo","Казан федераль университеты Филология һәм мәдәниятара багланышлар институты укытучысы Миләүшә Хәбетдинова шушы көннәрдә ачылган күргәзмә турында әйткәннәрдән:  Студентларны 28 апрель көнендә Татар китабы йортында «Казан утлары» журналының 100 еллыгы уңаеннан ачылган «Ядкарьләрдә – рухи йөзебез» дип исемләнгән күргәзмәгә алып бардым. Журналның тарихы - безнең милләт тарихы. Бик кызыксынып кинохрониканы карадым. Рәхмәт Равиль абый Фәйзуллинга вакытында шундый эчтәлекле док. фильм безгә васыятькә тиң бүләк итеп эзерләгәне өчен. Әлбәттә, күргәзмә — татар халкының фидакәрьлеге күрсәткече. Акчасыз, җан көче белән туган күргәзмә.  Һәрберегезгә бу изге эш өчен рәхмәтемне җиткерәсем килә!  Татар халкының язмышы безнең кулда! Һәрберебез эш урынында тарих алдында, милләт алдында җаваплылык тоеп эшләсен иде!  #татаркитабыйорты #казанутлары #күргәзмә #выставка",0,0,0,1,0
491,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-04-30 11:36:01","photo","1 - 10 май көннәрендә Татар китабы йорты көн саен 10-18 сәгатьләр аралыгында ялсыз эшли.   Белешмәләр өчен телефон: (843) 590-80-67  ❗❗❗Музейга түләүсез керү көне 3 майдан 18 майга күчерелә.  Татар китабы йорты   #домтатарскойкниги #татаркитабыйорты #музей #музеи #казанькудапойти #казань #казан",0,0,0,1,0
493,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-02 12:26:08","photo","Бәйрәмнәр белән сезне, дуслар 🌹  Атналык афишабыз әзер ✅  ✍ Татар китабы йортында узган чараларга (843) 590-80-67 телефон номеры буенча шалтыратып, алдан теркәлеп кую шарт. Шимбә һәм якшәмбе көннәренә заявкаларны пәнҗешәмбегә кадәр кабул итәбез.   🚊Шулай ук атна дәвамында, үзегезгә уңайлы булган көнне һәм вакытны сайлап, VR-ЭКСКУРСИЯГӘ килә аласыз.  Әйткәнебезчә, 1-10 май көннәрендә без ялсыз эшлибез. Көтеп калабыз сезне ❤️  #татаркитабыйорты #афиша #атналыкафиша #музей #музеи",0,0,0,1,0
494,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-03 11:05:01","text","Әйдәгез, әдәбият буенча белемнәрне тикшерүне дәвам итик 📚  Бездән - сорау, сездән - җавап ✅",0,0,0,0,0
499,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-03 17:00:33","photo","Көн дәвамында Татар китабы йорты буенча экскурсиягә языла аласыз 🧡  🔸 Төркем белән килгән очракта (6 кешедән башлап), бер кешегә билет - 200 сум.   🔸 1-5 кеше булганда, билет - 500 сум (1 кешеме, 5 кешеме - гомуми сумма 500 булачак).  #домтатарскойкниги #татаркитабыйорты #казанькудапойти #казань #кудайпойтиказань #музей #музеи",0,0,0,1,0
500,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-04 11:45:01","photo","Кичә музеебызга кунакка «Унбер» лицее укучылары килде.   Алар татар тарихының истәлекле ядкярләре һәм музей тарихы белән таныштылар, язучы Шәриф Камалның мемориаль фатирында булдылар.  #татаркитабыйорты #экскурсия #музей",0,0,0,1,0
503,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-06 11:40:01","photo","Алдагы сорауга күпчелегегез дөрес җавап бирде ✔️ Афәрин 👏   🔸 Яңалиф (яңа әлифба/Jaᶇa əlifʙa сүзләреннән кыскартма) - латин алфавиты нигезендә төзелеп, 1928-1938 елларда кулланышта булган яңа татар язуы.   🔸 Рәсми рәвештә төрки телле республикаларда һәм автономияле өлкәләрдә 1928 елда гарәп язуы нигезендәге әлифбаларга алмашка кертелә.   🔸 1938—1940 елларда тизәйтелгән темплары белән кирилл язуы нигезендәге әлифбаларга алмаштырыла.  #яңалиф #яңататарязуы #казанутлары",0,0,0,1,0
504,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-06 17:02:06","photo","#домтатарскойкниги #татаркитабыйорты #шагыйрь #габделҗаббаркандалый #шагыйрьсүзе #язучы #язучылар #шигырь #китап #гыйлем #белем #сүз #әдәбият #татартеле #татарскийязык",0,0,0,1,0
505,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-07 17:00:38","photo","🌷 В четверг, 12 мая, в Доме татарской книги состоятся два мастер-класса.    1) На мастер-классе по византийской музыке будут представлены:  - элементы теории 📜  - основные гласы (лады) 🎼  - некоторые классические произведения 🎵   2) На мастер-классе по османской музыке мы будем разбирать классические произведения османской музыки (Türk Sanat, Türk Klasik Müziği) 🎼    Данный мастер-класс исключительно для музыкантов (вокал, ней, скрипка и любой инструмент, способный к исполнению макамата). Это – не лекция, а практическое занятие.   Условие участия: умение читать европейскую систему нотации.   📌 17:30-18:30 Мастер-класс по византийской музыке  📌 18:30-19:00 Знакомство с Домом татарской книги 📌 19:00-20:00 Мастер-класс по османской музыке    Ведущий — Спиридон Мелас, выпускник консерватории Сигхронон в Афинах по византийской музыке, учащийся османской музыке (ней) у греков и турков мастеров.    ✏ Записи и любые вопросы (в т.ч. о месте, стоимости и т.д.) к Спиридону.",0,0,0,0,0
508,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-10 09:01:28","photo","Дуслар, афишабыз белән таныша аласыз ✔️  ✍ Чараларга 843 590 80 67 телефон номеры буенча шалтыратып, алдан теркәлеп кую шарт. Шимбә һәм якшәмбе көннәренә заявкаларны пәнҗешәмбегә кадәр кабул итәбез.   🚊Шулай ук атна дәвамында, үзегезгә уңайлы булган көнне һәм вакытны сайлап, VR-ЭКСКУРСИЯГӘ килә аласыз.  Татар китабы йортында һәрвакыт рәхәт ❤️",0,0,0,0,0
509,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-11 17:13:01","photo","18 май — Халыкара музейлар көнендә Татар китабы йортына һәм чараларга керү түләүсез булачак 🔥  🔹 Халыкара музейлар көне 1977 елдан башлап, Халыкара музейлар киңәшмәсендә совет делегациясе тәкъдиме белән, ел саен үткәрелә.   Татар әдәбияты тарихы музее һәм Шәриф Камалның мемориаль фатиры түбәндәге программаны тәкъдим итә:  📌 12:00 – Аралашу: Шәриф Камалның туганнары  — Байгилдиевләр нәселе вәкилләре белән очрашу һәм уникаль документлар һәм фотоархив белән танышу. 📌 14:00 – Экскурсия: «Татар китабы тарихы: пергаменттан цифрага кадәр». 📌 17:00 – Лекторий: «Шәриф Камал – кеше күңелләре рәссамы».  🔹 Көн дәвамында музей кунаклары татар галимнәре һәм язучыларының шәхси китапларыннан җыелган китапханә фонды һәм «Казан утлары» журналының 100-еллыгына багышланган күргәзмә белән таныша алачак. Музей кунакларын Казанның атаклы урамнары буйлап тарихи виртуаль экскурсия дә көтә.  Барлык чараларга да керү түләүсез, алдан теркәлү шарт.  Белешмәләр өчен телефон: (843) 590-80-67",0,0,0,0,0
512,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-11 18:43:24","photo","Фәнни түгәрәк утырышы  Бу минутларда Татар китабы йортында КФУ диннәрне өйрәнү кафедрасы каршында аспирантлар түгәрәге утырышы үтә. Фәнни клуб җыелышында кафедра мөдире, фәлсәфә фәннәре кандидаты, доцент Артем Соловьев, фәлсәфә фәннәре докторы, профессор Юлия Матушанская, сәяси фәннәр кандидаты, доцент Зоя Силаева, Татар китабы йорты мөдире Айдар Шәйхин һәм кафедра аспирантлары катнаша.   Утырышта Рәмис Фәтхуллинның кандидатлык диссертациясе тикшерелә. Аның хезмәте XVIII гасыр — XX гасыр башында Идел һәм Урал буе социомәдәни шартларында башка диндәге мохиткә карата мөнәсәбәтнең ислам парадигмасына багышланган.",0,0,0,0,0
513,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-12 17:15:01","photo","«Казан утлары» журналының 100 еллыгына багышланган күргәзмә экспонатлары белән таныштыруны дәвам итәбез.   Фотода «Казан утлары» журналына 1960 нчы елларда илебезнең төрле почмакларыннан килгән хатлар.",0,0,0,0,0
514,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-15 12:50:15","photo","21 майда Татар китабы йорты «Музейлар төне» Бөтенроссия акциясендә катнаша. Быел чараның гомуми темасы - «Исәпләү ноктасы».   ❓Татар китабын, әдәбиятын һәм мәдәниятен исәпкә алу ноктасы нидән башлана соң? ✔️ Музей кунаклары милли әдәбият чорларының катлаулы сорауларына җавап бирә алачак.  Татар китабы йорты түбәндәге программаны тәкъдим итә:  📌 17:00 — 18:30. Хәреф Иске имлада матур язу буенча остаханә Татар һәм рус телләрендә өстәл уеннары  📌 18:30 – 19:30. Сүз Яшь шагыйрьләрдән һәм Dark Romantic Club Kazan әгъзаларыннан татар һәм рус телләрендә ачык микрофон форматында шигырьләр декламациясе  📌 19:30 – 20.10. Җанланган төпләмәләр «Атака», «Яңалиф» һәм «Совет әдәбияты» журналларының төпләмәләре белән танышу  📌 20.10 – 21.30. Эш барышы. «Бу йортта» Татар китабы йортының серле почмаклары буйлап иммерсив экскурсия.  ✅ Чараларда катнашу музейга керү билеты буенча, экскурсия өчен аерым түләнә.  🔎 Сылтама буенча кереп, теркәлү шарт.   ☎️ Белешмәләр өчен телефон: (843) 590-80-67",0,0,0,0,0
517,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-15 17:01:35","photo","✍ Татар китабы йортына «Вакыт буйлап сәяхәт» дип исемләнгән экскурсиягә килегез! Бала өчен күңелле һәм шул ук вакытта файдалы да экскурсия ул ⏳  📆 Үзегезгә уңайлы булган көнне сайларга мөмкин. Моның өчен алдан шалтыратып, язылып кына куярга кирәк ☺️  Көтеп калабыз ❤️",0,0,0,0,0
518,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-17 08:00:20","photo","Атналык афишабыз белән таныша аласыз ✨  ✍ Чараларга 843 590 80 67 телефон номеры буенча шалтыратып, алдан теркәлеп кую шарт. Шимбә һәм якшәмбе көннәренә заявкаларны пәнҗешәмбегә кадәр кабул итәбез.   🚊Шулай ук атна дәвамында, үзегезгә уңайлы булган көнне һәм вакытны сайлап, VR-ЭКСКУРСИЯГӘ килә аласыз.  Бу атна чараларга бай булачак. Килегез, сезне музеебызда күрергә шат булачакбыз ☺️",0,0,0,0,0
519,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2022-05-17 17:02:00","photo","Бүген, 17 май, Милли музей филиаллары – Татар китабы йорты, Габдулла Тукай, Каюм Насыйри, Салих Сәйдәшев музейлары Яңа Татар зиратында җирләнгән күренекле шәхесләрнең каберләрен зиярәт итеп кайтты.   🔸 Татар китабы йорты хезмәткәрләре Ш. Камал һәм аның кызы, музейның беренче фәнни хезмәткәре Зәйнәп Байгилдиеваның каберләрендә булды.   🔸 Хезмәткәрләр каберләрне чүп үләненнән чистартып, тирә-юньне тәртипкә китерделәр. Бөек татар шәхесләре искә алынды, мәрхүмнәрнең рухына багышлап, дога кылынды.",0,0,0,0,0
